ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.10278220804536595,0.44737476940542076,0.4312929659572127,0.987441897611901,0.30403634457452383,0.12178675458580689,0.1801874166502582,-0.7636832241352405,-1.0075538111824762
